Area Name-Legal/Statistical Area Description,Qualifying Name,FIPS,Summary Level,Geographic Component,State (FIPS),County,County Size Code,County Subdivision (FIPS),Census Tract,Total population: Population in group quarters: Institutionalized population: Correctional institutions
Census Tract 4415.24,"Census Tract 4415.24, Alameda County, California",6001441524,140,0,6,1,21,,441524,0
Census Tract 4416.01,"Census Tract 4416.01, Alameda County, California",6001441601,140,0,6,1,21,,441601,0
Census Tract 4416.02,"Census Tract 4416.02, Alameda County, California",6001441602,140,0,6,1,21,,441602,0
Census Tract 4417,"Census Tract 4417, Alameda County, California",6001441700,140,0,6,1,21,,441700,0
Census Tract 4418,"Census Tract 4418, Alameda County, California",6001441800,140,0,6,1,21,,441800,0
Census Tract 4419.21,"Census Tract 4419.21, Alameda County, California",6001441921,140,0,6,1,21,,441921,0
Census Tract 4419.23,"Census Tract 4419.23, Alameda County, California",6001441923,140,0,6,1,21,,441923,0
Census Tract 4419.24,"Census Tract 4419.24, Alameda County, California",6001441924,140,0,6,1,21,,441924,0
Census Tract 4419.25,"Census Tract 4419.25, Alameda County, California",6001441925,140,0,6,1,21,,441925,0
Census Tract 4419.26,"Census Tract 4419.26, Alameda County, California",6001441926,140,0,6,1,21,,441926,0
Census Tract 4419.27,"Census Tract 4419.27, Alameda County, California",6001441927,140,0,6,1,21,,441927,0
Census Tract 4420,"Census Tract 4420, Alameda County, California",6001442000,140,0,6,1,21,,442000,0
Census Tract 4421,"Census Tract 4421, Alameda County, California",6001442100,140,0,6,1,21,,442100,0
Census Tract 4422,"Census Tract 4422, Alameda County, California",6001442200,140,0,6,1,21,,442200,6
Census Tract 4423.01,"Census Tract 4423.01, Alameda County, California",6001442301,140,0,6,1,21,,442301,0
Census Tract 4423.02,"Census Tract 4423.02, Alameda County, California",6001442302,140,0,6,1,21,,442302,0
Census Tract 4424,"Census Tract 4424, Alameda County, California",6001442400,140,0,6,1,21,,442400,0
Census Tract 4425,"Census Tract 4425, Alameda County, California",6001442500,140,0,6,1,21,,442500,0
Census Tract 4426.01,"Census Tract 4426.01, Alameda County, California",6001442601,140,0,6,1,21,,442601,0
Census Tract 4426.02,"Census Tract 4426.02, Alameda County, California",6001442602,140,0,6,1,21,,442602,0
Census Tract 4427,"Census Tract 4427, Alameda County, California",6001442700,140,0,6,1,21,,442700,0
Census Tract 4428,"Census Tract 4428, Alameda County, California",6001442800,140,0,6,1,21,,442800,0
Census Tract 4429,"Census Tract 4429, Alameda County, California",6001442900,140,0,6,1,21,,442900,5
Census Tract 4430.01,"Census Tract 4430.01, Alameda County, California",6001443001,140,0,6,1,21,,443001,0
Census Tract 4430.02,"Census Tract 4430.02, Alameda County, California",6001443002,140,0,6,1,21,,443002,0
Census Tract 4431.02,"Census Tract 4431.02, Alameda County, California",6001443102,140,0,6,1,21,,443102,0
Census Tract 4431.03,"Census Tract 4431.03, Alameda County, California",6001443103,140,0,6,1,21,,443103,0
Census Tract 4431.04,"Census Tract 4431.04, Alameda County, California",6001443104,140,0,6,1,21,,443104,0
Census Tract 4431.05,"Census Tract 4431.05, Alameda County, California",6001443105,140,0,6,1,21,,443105,0
Census Tract 4432,"Census Tract 4432, Alameda County, California",6001443200,140,0,6,1,21,,443200,0
Census Tract 4433.01,"Census Tract 4433.01, Alameda County, California",6001443301,140,0,6,1,21,,443301,0
Census Tract 4433.21,"Census Tract 4433.21, Alameda County, California",6001443321,140,0,6,1,21,,443321,0
Census Tract 4433.22,"Census Tract 4433.22, Alameda County, California",6001443322,140,0,6,1,21,,443322,0
Census Tract 4441,"Census Tract 4441, Alameda County, California",6001444100,140,0,6,1,21,,444100,0
Census Tract 4442,"Census Tract 4442, Alameda County, California",6001444200,140,0,6,1,21,,444200,0
Census Tract 4443.01,"Census Tract 4443.01, Alameda County, California",6001444301,140,0,6,1,21,,444301,0
Census Tract 4443.02,"Census Tract 4443.02, Alameda County, California",6001444302,140,0,6,1,21,,444302,0
Census Tract 4444,"Census Tract 4444, Alameda County, California",6001444400,140,0,6,1,21,,444400,0
Census Tract 4445,"Census Tract 4445, Alameda County, California",6001444500,140,0,6,1,21,,444500,0
Census Tract 4446.01,"Census Tract 4446.01, Alameda County, California",6001444601,140,0,6,1,21,,444601,0
Census Tract 4446.02,"Census Tract 4446.02, Alameda County, California",6001444602,140,0,6,1,21,,444602,0
Census Tract 4501.01,"Census Tract 4501.01, Alameda County, California",6001450101,140,0,6,1,21,,450101,0
Census Tract 4501.02,"Census Tract 4501.02, Alameda County, California",6001450102,140,0,6,1,21,,450102,5669
Census Tract 4502,"Census Tract 4502, Alameda County, California",6001450200,140,0,6,1,21,,450200,0
Census Tract 4503,"Census Tract 4503, Alameda County, California",6001450300,140,0,6,1,21,,450300,0
Census Tract 4504,"Census Tract 4504, Alameda County, California",6001450400,140,0,6,1,21,,450400,13
Census Tract 4505.01,"Census Tract 4505.01, Alameda County, California",6001450501,140,0,6,1,21,,450501,0
Census Tract 4505.02,"Census Tract 4505.02, Alameda County, California",6001450502,140,0,6,1,21,,450502,0
Census Tract 4506.01,"Census Tract 4506.01, Alameda County, California",6001450601,140,0,6,1,21,,450601,0
Census Tract 4506.02,"Census Tract 4506.02, Alameda County, California",6001450602,140,0,6,1,21,,450602,6
Census Tract 4506.03,"Census Tract 4506.03, Alameda County, California",6001450603,140,0,6,1,21,,450603,0
Census Tract 4506.04,"Census Tract 4506.04, Alameda County, California",6001450604,140,0,6,1,21,,450604,0
Census Tract 4506.05,"Census Tract 4506.05, Alameda County, California",6001450605,140,0,6,1,21,,450605,0
Census Tract 4506.06,"Census Tract 4506.06, Alameda County, California",6001450606,140,0,6,1,21,,450606,0
Census Tract 4506.07,"Census Tract 4506.07, Alameda County, California",6001450607,140,0,6,1,21,,450607,0
Census Tract 4507.01,"Census Tract 4507.01, Alameda County, California",6001450701,140,0,6,1,21,,450701,0
Census Tract 4507.41,"Census Tract 4507.41, Alameda County, California",6001450741,140,0,6,1,21,,450741,0
Census Tract 4507.42,"Census Tract 4507.42, Alameda County, California",6001450742,140,0,6,1,21,,450742,0
Census Tract 4507.43,"Census Tract 4507.43, Alameda County, California",6001450743,140,0,6,1,21,,450743,0
Census Tract 4507.44,"Census Tract 4507.44, Alameda County, California",6001450744,140,0,6,1,21,,450744,0
Census Tract 4507.45,"Census Tract 4507.45, Alameda County, California",6001450745,140,0,6,1,21,,450745,0
Census Tract 4507.46,"Census Tract 4507.46, Alameda County, California",6001450746,140,0,6,1,21,,450746,0
Census Tract 4507.50,"Census Tract 4507.50, Alameda County, California",6001450750,140,0,6,1,21,,450750,0
Census Tract 4507.51,"Census Tract 4507.51, Alameda County, California",6001450751,140,0,6,1,21,,450751,0
Census Tract 4507.52,"Census Tract 4507.52, Alameda County, California",6001450752,140,0,6,1,21,,450752,0
Census Tract 4511.01,"Census Tract 4511.01, Alameda County, California",6001451101,140,0,6,1,21,,451101,2
Census Tract 4511.02,"Census Tract 4511.02, Alameda County, California",6001451102,140,0,6,1,21,,451102,0
Census Tract 4512.01,"Census Tract 4512.01, Alameda County, California",6001451201,140,0,6,1,21,,451201,0
Census Tract 4512.02,"Census Tract 4512.02, Alameda County, California",6001451202,140,0,6,1,21,,451202,0
Census Tract 4513,"Census Tract 4513, Alameda County, California",6001451300,140,0,6,1,21,,451300,0
Census Tract 4514.01,"Census Tract 4514.01, Alameda County, California",6001451401,140,0,6,1,21,,451401,0
Census Tract 4514.03,"Census Tract 4514.03, Alameda County, California",6001451403,140,0,6,1,21,,451403,0
Census Tract 4514.04,"Census Tract 4514.04, Alameda County, California",6001451404,140,0,6,1,21,,451404,0
Census Tract 4515.01,"Census Tract 4515.01, Alameda County, California",6001451501,140,0,6,1,21,,451501,0
Census Tract 4515.03,"Census Tract 4515.03, Alameda County, California",6001451503,140,0,6,1,21,,451503,0
Census Tract 4515.04,"Census Tract 4515.04, Alameda County, California",6001451504,140,0,6,1,21,,451504,0
Census Tract 4515.05,"Census Tract 4515.05, Alameda County, California",6001451505,140,0,6,1,21,,451505,0
Census Tract 4515.06,"Census Tract 4515.06, Alameda County, California",6001451506,140,0,6,1,21,,451506,0
Census Tract 4516.01,"Census Tract 4516.01, Alameda County, California",6001451601,140,0,6,1,21,,451601,0
Census Tract 4516.02,"Census Tract 4516.02, Alameda County, California",6001451602,140,0,6,1,21,,451602,0
Census Tract 4517.01,"Census Tract 4517.01, Alameda County, California",6001451701,140,0,6,1,21,,451701,0
Census Tract 4517.03,"Census Tract 4517.03, Alameda County, California",6001451703,140,0,6,1,21,,451703,0
Census Tract 4517.04,"Census Tract 4517.04, Alameda County, California",6001451704,140,0,6,1,21,,451704,0
Census Tract 9819,"Census Tract 9819, Alameda County, California",6001981900,140,0,6,1,21,,981900,0
Census Tract 9820,"Census Tract 9820, Alameda County, California",6001982000,140,0,6,1,21,,982000,0
Census Tract 9832,"Census Tract 9832, Alameda County, California",6001983200,140,0,6,1,21,,983200,0
Census Tract 9900,"Census Tract 9900, Alameda County, California",6001990000,140,0,6,1,21,,990000,0
Census Tract 100,"Census Tract 100, Alpine County, California",6003010000,140,0,6,3,9,,10000,0
Census Tract 1.01,"Census Tract 1.01, Amador County, California",6005000101,140,0,6,5,16,,101,0
Census Tract 1.02,"Census Tract 1.02, Amador County, California",6005000102,140,0,6,5,16,,102,0
Census Tract 2,"Census Tract 2, Amador County, California",6005000200,140,0,6,5,16,,200,0
Census Tract 3.01,"Census Tract 3.01, Amador County, California",6005000301,140,0,6,5,16,,301,4160
Census Tract 3.03,"Census Tract 3.03, Amador County, California",6005000303,140,0,6,5,16,,303,0
Census Tract 3.04,"Census Tract 3.04, Amador County, California",6005000304,140,0,6,5,16,,304,0
Census Tract 4.01,"Census Tract 4.01, Amador County, California",6005000401,140,0,6,5,16,,401,93
Census Tract 4.02,"Census Tract 4.02, Amador County, California",6005000402,140,0,6,5,16,,402,62
Census Tract 5,"Census Tract 5, Amador County, California",6005000500,140,0,6,5,16,,500,0
Census Tract 1.02,"Census Tract 1.02, Butte County, California",6007000102,140,0,6,7,18,,102,5
Census Tract 1.03,"Census Tract 1.03, Butte County, California",6007000103,140,0,6,7,18,,103,0
Census Tract 1.04,"Census Tract 1.04, Butte County, California",6007000104,140,0,6,7,18,,104,0
Census Tract 2.01,"Census Tract 2.01, Butte County, California",6007000201,140,0,6,7,18,,201,0
Census Tract 2.02,"Census Tract 2.02, Butte County, California",6007000202,140,0,6,7,18,,202,0
Census Tract 3,"Census Tract 3, Butte County, California",6007000300,140,0,6,7,18,,300,0
Census Tract 4.01,"Census Tract 4.01, Butte County, California",6007000401,140,0,6,7,18,,401,0
Census Tract 4.02,"Census Tract 4.02, Butte County, California",6007000402,140,0,6,7,18,,402,0
Census Tract 5.01,"Census Tract 5.01, Butte County, California",6007000501,140,0,6,7,18,,501,0
Census Tract 5.02,"Census Tract 5.02, Butte County, California",6007000502,140,0,6,7,18,,502,0
Census Tract 6.01,"Census Tract 6.01, Butte County, California",6007000601,140,0,6,7,18,,601,0
Census Tract 6.03,"Census Tract 6.03, Butte County, California",6007000603,140,0,6,7,18,,603,0
Census Tract 6.04,"Census Tract 6.04, Butte County, California",6007000604,140,0,6,7,18,,604,0
Census Tract 7,"Census Tract 7, Butte County, California",6007000700,140,0,6,7,18,,700,0
Census Tract 8,"Census Tract 8, Butte County, California",6007000800,140,0,6,7,18,,800,5
Census Tract 9.01,"Census Tract 9.01, Butte County, California",6007000901,140,0,6,7,18,,901,0
Census Tract 9.03,"Census Tract 9.03, Butte County, California",6007000903,140,0,6,7,18,,903,0
Census Tract 9.04,"Census Tract 9.04, Butte County, California",6007000904,140,0,6,7,18,,904,0
Census Tract 10,"Census Tract 10, Butte County, California",6007001000,140,0,6,7,18,,1000,0
Census Tract 11,"Census Tract 11, Butte County, California",6007001100,140,0,6,7,18,,1100,0
Census Tract 12,"Census Tract 12, Butte County, California",6007001200,140,0,6,7,18,,1200,0
Census Tract 13,"Census Tract 13, Butte County, California",6007001300,140,0,6,7,18,,1300,0
Census Tract 14,"Census Tract 14, Butte County, California",6007001400,140,0,6,7,18,,1400,6
Census Tract 15,"Census Tract 15, Butte County, California",6007001500,140,0,6,7,18,,1500,0
Census Tract 16,"Census Tract 16, Butte County, California",6007001600,140,0,6,7,18,,1600,0
Census Tract 17.02,"Census Tract 17.02, Butte County, California",6007001702,140,0,6,7,18,,1702,0
Census Tract 17.03,"Census Tract 17.03, Butte County, California",6007001703,140,0,6,7,18,,1703,0
Census Tract 17.04,"Census Tract 17.04, Butte County, California",6007001704,140,0,6,7,18,,1704,0
Census Tract 18,"Census Tract 18, Butte County, California",6007001800,140,0,6,7,18,,1800,0
Census Tract 19,"Census Tract 19, Butte County, California",6007001900,140,0,6,7,18,,1900,0
Census Tract 20,"Census Tract 20, Butte County, California",6007002000,140,0,6,7,18,,2000,5
Census Tract 21,"Census Tract 21, Butte County, California",6007002100,140,0,6,7,18,,2100,12
Census Tract 22,"Census Tract 22, Butte County, California",6007002200,140,0,6,7,18,,2200,0
Census Tract 23,"Census Tract 23, Butte County, California",6007002300,140,0,6,7,18,,2300,11
Census Tract 24,"Census Tract 24, Butte County, California",6007002400,140,0,6,7,18,,2400,0
Census Tract 25,"Census Tract 25, Butte County, California",6007002500,140,0,6,7,18,,2500,611
Census Tract 26.01,"Census Tract 26.01, Butte County, California",6007002601,140,0,6,7,18,,2601,0
Census Tract 26.02,"Census Tract 26.02, Butte County, California",6007002602,140,0,6,7,18,,2602,0
Census Tract 27,"Census Tract 27, Butte County, California",6007002700,140,0,6,7,18,,2700,0
Census Tract 28,"Census Tract 28, Butte County, California",6007002800,140,0,6,7,18,,2800,0
Census Tract 29,"Census Tract 29, Butte County, California",6007002900,140,0,6,7,18,,2900,0
Census Tract 30.01,"Census Tract 30.01, Butte County, California",6007003001,140,0,6,7,18,,3001,0
Census Tract 30.02,"Census Tract 30.02, Butte County, California",6007003002,140,0,6,7,18,,3002,0
Census Tract 31,"Census Tract 31, Butte County, California",6007003100,140,0,6,7,18,,3100,0
Census Tract 32,"Census Tract 32, Butte County, California",6007003200,140,0,6,7,18,,3200,0
Census Tract 33,"Census Tract 33, Butte County, California",6007003300,140,0,6,7,18,,3300,0
Census Tract 34,"Census Tract 34, Butte County, California",6007003400,140,0,6,7,18,,3400,0
Census Tract 35.01,"Census Tract 35.01, Butte County, California",6007003501,140,0,6,7,18,,3501,0
Census Tract 35.02,"Census Tract 35.02, Butte County, California",6007003502,140,0,6,7,18,,3502,0
Census Tract 36,"Census Tract 36, Butte County, California",6007003600,140,0,6,7,18,,3600,0
Census Tract 37,"Census Tract 37, Butte County, California",6007003700,140,0,6,7,18,,3700,0
Census Tract 1.20,"Census Tract 1.20, Calaveras County, California",6009000120,140,0,6,9,16,,120,0
Census Tract 1.21,"Census Tract 1.21, Calaveras County, California",6009000121,140,0,6,9,16,,121,0
Census Tract 1.22,"Census Tract 1.22, Calaveras County, California",6009000122,140,0,6,9,16,,122,98
Census Tract 2.10,"Census Tract 2.10, Calaveras County, California",6009000210,140,0,6,9,16,,210,0
Census Tract 2.20,"Census Tract 2.20, Calaveras County, California",6009000220,140,0,6,9,16,,220,0
Census Tract 3,"Census Tract 3, Calaveras County, California",6009000300,140,0,6,9,16,,300,185
Census Tract 4,"Census Tract 4, Calaveras County, California",6009000400,140,0,6,9,16,,400,0
Census Tract 5.01,"Census Tract 5.01, Calaveras County, California",6009000501,140,0,6,9,16,,501,0
Census Tract 5.03,"Census Tract 5.03, Calaveras County, California",6009000503,140,0,6,9,16,,503,0
Census Tract 5.04,"Census Tract 5.04, Calaveras County, California",6009000504,140,0,6,9,16,,504,1
Census Tract 1,"Census Tract 1, Colusa County, California",6011000100,140,0,6,11,15,,100,0
Census Tract 2,"Census Tract 2, Colusa County, California",6011000200,140,0,6,11,15,,200,45
Census Tract 3,"Census Tract 3, Colusa County, California",6011000300,140,0,6,11,15,,300,0
Census Tract 4,"Census Tract 4, Colusa County, California",6011000400,140,0,6,11,15,,400,53
Census Tract 5,"Census Tract 5, Colusa County, California",6011000500,140,0,6,11,15,,500,0
Census Tract 3010,"Census Tract 3010, Contra Costa County, California",6013301000,140,0,6,13,21,,301000,0
Census Tract 3020.05,"Census Tract 3020.05, Contra Costa County, California",6013302005,140,0,6,13,21,,302005,6
