Area Name-Legal/Statistical Area Description,Qualifying Name,FIPS,Summary Level,Geographic Component,State (FIPS),County,County Size Code,County Subdivision (FIPS),Census Tract,Total population: Population in group quarters: Institutionalized population: Correctional institutions
Census Tract 5743,"Census Tract 5743, Los Angeles County, California",6037574300,140,0,6,37,23,,574300,4
Census Tract 5744,"Census Tract 5744, Los Angeles County, California",6037574400,140,0,6,37,23,,574400,0
Census Tract 5745,"Census Tract 5745, Los Angeles County, California",6037574500,140,0,6,37,23,,574500,0
Census Tract 5746.01,"Census Tract 5746.01, Los Angeles County, California",6037574601,140,0,6,37,23,,574601,0
Census Tract 5746.02,"Census Tract 5746.02, Los Angeles County, California",6037574602,140,0,6,37,23,,574602,0
Census Tract 5747,"Census Tract 5747, Los Angeles County, California",6037574700,140,0,6,37,23,,574700,0
Census Tract 5748,"Census Tract 5748, Los Angeles County, California",6037574800,140,0,6,37,23,,574800,0
Census Tract 5749.01,"Census Tract 5749.01, Los Angeles County, California",6037574901,140,0,6,37,23,,574901,0
Census Tract 5749.02,"Census Tract 5749.02, Los Angeles County, California",6037574902,140,0,6,37,23,,574902,0
Census Tract 5750.01,"Census Tract 5750.01, Los Angeles County, California",6037575001,140,0,6,37,23,,575001,0
Census Tract 5750.02,"Census Tract 5750.02, Los Angeles County, California",6037575002,140,0,6,37,23,,575002,7
Census Tract 5751.01,"Census Tract 5751.01, Los Angeles County, California",6037575101,140,0,6,37,23,,575101,0
Census Tract 5751.02,"Census Tract 5751.02, Los Angeles County, California",6037575102,140,0,6,37,23,,575102,0
Census Tract 5751.03,"Census Tract 5751.03, Los Angeles County, California",6037575103,140,0,6,37,23,,575103,0
Census Tract 5752.01,"Census Tract 5752.01, Los Angeles County, California",6037575201,140,0,6,37,23,,575201,0
Census Tract 5752.02,"Census Tract 5752.02, Los Angeles County, California",6037575202,140,0,6,37,23,,575202,0
Census Tract 5753,"Census Tract 5753, Los Angeles County, California",6037575300,140,0,6,37,23,,575300,0
Census Tract 5754.01,"Census Tract 5754.01, Los Angeles County, California",6037575401,140,0,6,37,23,,575401,0
Census Tract 5754.02,"Census Tract 5754.02, Los Angeles County, California",6037575402,140,0,6,37,23,,575402,0
Census Tract 5755,"Census Tract 5755, Los Angeles County, California",6037575500,140,0,6,37,23,,575500,0
Census Tract 5758.01,"Census Tract 5758.01, Los Angeles County, California",6037575801,140,0,6,37,23,,575801,0
Census Tract 5758.02,"Census Tract 5758.02, Los Angeles County, California",6037575802,140,0,6,37,23,,575802,0
Census Tract 5758.03,"Census Tract 5758.03, Los Angeles County, California",6037575803,140,0,6,37,23,,575803,0
Census Tract 5759.01,"Census Tract 5759.01, Los Angeles County, California",6037575901,140,0,6,37,23,,575901,0
Census Tract 5759.02,"Census Tract 5759.02, Los Angeles County, California",6037575902,140,0,6,37,23,,575902,0
Census Tract 5760.01,"Census Tract 5760.01, Los Angeles County, California",6037576001,140,0,6,37,23,,576001,92
Census Tract 5762,"Census Tract 5762, Los Angeles County, California",6037576200,140,0,6,37,23,,576200,0
Census Tract 5763.01,"Census Tract 5763.01, Los Angeles County, California",6037576301,140,0,6,37,23,,576301,0
Census Tract 5763.02,"Census Tract 5763.02, Los Angeles County, California",6037576302,140,0,6,37,23,,576302,0
Census Tract 5764.01,"Census Tract 5764.01, Los Angeles County, California",6037576401,140,0,6,37,23,,576401,0
Census Tract 5764.02,"Census Tract 5764.02, Los Angeles County, California",6037576402,140,0,6,37,23,,576402,0
Census Tract 5764.03,"Census Tract 5764.03, Los Angeles County, California",6037576403,140,0,6,37,23,,576403,0
Census Tract 5765.01,"Census Tract 5765.01, Los Angeles County, California",6037576501,140,0,6,37,23,,576501,0
Census Tract 5765.02,"Census Tract 5765.02, Los Angeles County, California",6037576502,140,0,6,37,23,,576502,0
Census Tract 5765.03,"Census Tract 5765.03, Los Angeles County, California",6037576503,140,0,6,37,23,,576503,0
Census Tract 5766.01,"Census Tract 5766.01, Los Angeles County, California",6037576601,140,0,6,37,23,,576601,0
Census Tract 5766.02,"Census Tract 5766.02, Los Angeles County, California",6037576602,140,0,6,37,23,,576602,0
Census Tract 5767,"Census Tract 5767, Los Angeles County, California",6037576700,140,0,6,37,23,,576700,0
Census Tract 5768.01,"Census Tract 5768.01, Los Angeles County, California",6037576801,140,0,6,37,23,,576801,0
Census Tract 5768.02,"Census Tract 5768.02, Los Angeles County, California",6037576802,140,0,6,37,23,,576802,0
Census Tract 5769.01,"Census Tract 5769.01, Los Angeles County, California",6037576901,140,0,6,37,23,,576901,14
Census Tract 5769.03,"Census Tract 5769.03, Los Angeles County, California",6037576903,140,0,6,37,23,,576903,0
Census Tract 5769.04,"Census Tract 5769.04, Los Angeles County, California",6037576904,140,0,6,37,23,,576904,0
Census Tract 5770,"Census Tract 5770, Los Angeles County, California",6037577000,140,0,6,37,23,,577000,0
Census Tract 5771,"Census Tract 5771, Los Angeles County, California",6037577100,140,0,6,37,23,,577100,0
Census Tract 5772,"Census Tract 5772, Los Angeles County, California",6037577200,140,0,6,37,23,,577200,0
Census Tract 5773,"Census Tract 5773, Los Angeles County, California",6037577300,140,0,6,37,23,,577300,0
Census Tract 5774,"Census Tract 5774, Los Angeles County, California",6037577400,140,0,6,37,23,,577400,0
Census Tract 5775.01,"Census Tract 5775.01, Los Angeles County, California",6037577501,140,0,6,37,23,,577501,0
Census Tract 5775.04,"Census Tract 5775.04, Los Angeles County, California",6037577504,140,0,6,37,23,,577504,0
Census Tract 5776.02,"Census Tract 5776.02, Los Angeles County, California",6037577602,140,0,6,37,23,,577602,0
Census Tract 5776.03,"Census Tract 5776.03, Los Angeles County, California",6037577603,140,0,6,37,23,,577603,0
Census Tract 5776.04,"Census Tract 5776.04, Los Angeles County, California",6037577604,140,0,6,37,23,,577604,0
Census Tract 5990,"Census Tract 5990, Los Angeles County, California",6037599000,140,0,6,37,23,,599000,1
Census Tract 5991,"Census Tract 5991, Los Angeles County, California",6037599100,140,0,6,37,23,,599100,0
Census Tract 6001,"Census Tract 6001, Los Angeles County, California",6037600100,140,0,6,37,23,,600100,3
Census Tract 6002.01,"Census Tract 6002.01, Los Angeles County, California",6037600201,140,0,6,37,23,,600201,0
Census Tract 6002.02,"Census Tract 6002.02, Los Angeles County, California",6037600202,140,0,6,37,23,,600202,0
Census Tract 6003.02,"Census Tract 6003.02, Los Angeles County, California",6037600302,140,0,6,37,23,,600302,0
Census Tract 6003.03,"Census Tract 6003.03, Los Angeles County, California",6037600303,140,0,6,37,23,,600303,0
Census Tract 6003.04,"Census Tract 6003.04, Los Angeles County, California",6037600304,140,0,6,37,23,,600304,0
Census Tract 6004,"Census Tract 6004, Los Angeles County, California",6037600400,140,0,6,37,23,,600400,0
Census Tract 6005.01,"Census Tract 6005.01, Los Angeles County, California",6037600501,140,0,6,37,23,,600501,0
Census Tract 6005.02,"Census Tract 6005.02, Los Angeles County, California",6037600502,140,0,6,37,23,,600502,0
Census Tract 6006.01,"Census Tract 6006.01, Los Angeles County, California",6037600601,140,0,6,37,23,,600601,0
Census Tract 6006.02,"Census Tract 6006.02, Los Angeles County, California",6037600602,140,0,6,37,23,,600602,0
Census Tract 6007.02,"Census Tract 6007.02, Los Angeles County, California",6037600702,140,0,6,37,23,,600702,0
Census Tract 6007.03,"Census Tract 6007.03, Los Angeles County, California",6037600703,140,0,6,37,23,,600703,0
Census Tract 6007.04,"Census Tract 6007.04, Los Angeles County, California",6037600704,140,0,6,37,23,,600704,0
Census Tract 6008.01,"Census Tract 6008.01, Los Angeles County, California",6037600801,140,0,6,37,23,,600801,0
Census Tract 6008.02,"Census Tract 6008.02, Los Angeles County, California",6037600802,140,0,6,37,23,,600802,0
Census Tract 6009.02,"Census Tract 6009.02, Los Angeles County, California",6037600902,140,0,6,37,23,,600902,0
Census Tract 6009.11,"Census Tract 6009.11, Los Angeles County, California",6037600911,140,0,6,37,23,,600911,0
Census Tract 6009.12,"Census Tract 6009.12, Los Angeles County, California",6037600912,140,0,6,37,23,,600912,0
Census Tract 6010.01,"Census Tract 6010.01, Los Angeles County, California",6037601001,140,0,6,37,23,,601001,0
Census Tract 6010.02,"Census Tract 6010.02, Los Angeles County, California",6037601002,140,0,6,37,23,,601002,0
Census Tract 6011,"Census Tract 6011, Los Angeles County, California",6037601100,140,0,6,37,23,,601100,43
Census Tract 6012.02,"Census Tract 6012.02, Los Angeles County, California",6037601202,140,0,6,37,23,,601202,0
Census Tract 6012.11,"Census Tract 6012.11, Los Angeles County, California",6037601211,140,0,6,37,23,,601211,0
Census Tract 6012.12,"Census Tract 6012.12, Los Angeles County, California",6037601212,140,0,6,37,23,,601212,0
Census Tract 6013.01,"Census Tract 6013.01, Los Angeles County, California",6037601301,140,0,6,37,23,,601301,0
Census Tract 6013.02,"Census Tract 6013.02, Los Angeles County, California",6037601302,140,0,6,37,23,,601302,0
Census Tract 6013.03,"Census Tract 6013.03, Los Angeles County, California",6037601303,140,0,6,37,23,,601303,0
Census Tract 6014.01,"Census Tract 6014.01, Los Angeles County, California",6037601401,140,0,6,37,23,,601401,0
Census Tract 6014.02,"Census Tract 6014.02, Los Angeles County, California",6037601402,140,0,6,37,23,,601402,0
Census Tract 6015.01,"Census Tract 6015.01, Los Angeles County, California",6037601501,140,0,6,37,23,,601501,0
Census Tract 6015.02,"Census Tract 6015.02, Los Angeles County, California",6037601502,140,0,6,37,23,,601502,0
Census Tract 6016,"Census Tract 6016, Los Angeles County, California",6037601600,140,0,6,37,23,,601600,0
Census Tract 6017,"Census Tract 6017, Los Angeles County, California",6037601700,140,0,6,37,23,,601700,0
Census Tract 6018.01,"Census Tract 6018.01, Los Angeles County, California",6037601801,140,0,6,37,23,,601801,67
Census Tract 6018.02,"Census Tract 6018.02, Los Angeles County, California",6037601802,140,0,6,37,23,,601802,0
Census Tract 6019,"Census Tract 6019, Los Angeles County, California",6037601900,140,0,6,37,23,,601900,0
Census Tract 6020.02,"Census Tract 6020.02, Los Angeles County, California",6037602002,140,0,6,37,23,,602002,0
Census Tract 6020.03,"Census Tract 6020.03, Los Angeles County, California",6037602003,140,0,6,37,23,,602003,0
Census Tract 6020.04,"Census Tract 6020.04, Los Angeles County, California",6037602004,140,0,6,37,23,,602004,0
Census Tract 6021.03,"Census Tract 6021.03, Los Angeles County, California",6037602103,140,0,6,37,23,,602103,0
Census Tract 6021.04,"Census Tract 6021.04, Los Angeles County, California",6037602104,140,0,6,37,23,,602104,0
Census Tract 6021.05,"Census Tract 6021.05, Los Angeles County, California",6037602105,140,0,6,37,23,,602105,0
Census Tract 6021.06,"Census Tract 6021.06, Los Angeles County, California",6037602106,140,0,6,37,23,,602106,0
Census Tract 6022,"Census Tract 6022, Los Angeles County, California",6037602200,140,0,6,37,23,,602200,0
Census Tract 6023.01,"Census Tract 6023.01, Los Angeles County, California",6037602301,140,0,6,37,23,,602301,0
Census Tract 6023.02,"Census Tract 6023.02, Los Angeles County, California",6037602302,140,0,6,37,23,,602302,0
Census Tract 6024.02,"Census Tract 6024.02, Los Angeles County, California",6037602402,140,0,6,37,23,,602402,14
Census Tract 6024.03,"Census Tract 6024.03, Los Angeles County, California",6037602403,140,0,6,37,23,,602403,0
Census Tract 6024.04,"Census Tract 6024.04, Los Angeles County, California",6037602404,140,0,6,37,23,,602404,0
Census Tract 6025.04,"Census Tract 6025.04, Los Angeles County, California",6037602504,140,0,6,37,23,,602504,0
Census Tract 6025.05,"Census Tract 6025.05, Los Angeles County, California",6037602505,140,0,6,37,23,,602505,0
Census Tract 6025.06,"Census Tract 6025.06, Los Angeles County, California",6037602506,140,0,6,37,23,,602506,0
Census Tract 6025.07,"Census Tract 6025.07, Los Angeles County, California",6037602507,140,0,6,37,23,,602507,0
Census Tract 6025.08,"Census Tract 6025.08, Los Angeles County, California",6037602508,140,0,6,37,23,,602508,0
Census Tract 6025.09,"Census Tract 6025.09, Los Angeles County, California",6037602509,140,0,6,37,23,,602509,0
Census Tract 6026,"Census Tract 6026, Los Angeles County, California",6037602600,140,0,6,37,23,,602600,0
Census Tract 6027,"Census Tract 6027, Los Angeles County, California",6037602700,140,0,6,37,23,,602700,6
Census Tract 6028.01,"Census Tract 6028.01, Los Angeles County, California",6037602801,140,0,6,37,23,,602801,0
Census Tract 6028.02,"Census Tract 6028.02, Los Angeles County, California",6037602802,140,0,6,37,23,,602802,5
Census Tract 6029,"Census Tract 6029, Los Angeles County, California",6037602900,140,0,6,37,23,,602900,0
Census Tract 6030.01,"Census Tract 6030.01, Los Angeles County, California",6037603001,140,0,6,37,23,,603001,0
Census Tract 6030.04,"Census Tract 6030.04, Los Angeles County, California",6037603004,140,0,6,37,23,,603004,0
Census Tract 6030.05,"Census Tract 6030.05, Los Angeles County, California",6037603005,140,0,6,37,23,,603005,0
Census Tract 6030.06,"Census Tract 6030.06, Los Angeles County, California",6037603006,140,0,6,37,23,,603006,0
Census Tract 6031.01,"Census Tract 6031.01, Los Angeles County, California",6037603101,140,0,6,37,23,,603101,0
Census Tract 6031.02,"Census Tract 6031.02, Los Angeles County, California",6037603102,140,0,6,37,23,,603102,0
Census Tract 6032,"Census Tract 6032, Los Angeles County, California",6037603200,140,0,6,37,23,,603200,0
Census Tract 6033.01,"Census Tract 6033.01, Los Angeles County, California",6037603301,140,0,6,37,23,,603301,0
Census Tract 6033.02,"Census Tract 6033.02, Los Angeles County, California",6037603302,140,0,6,37,23,,603302,0
Census Tract 6034,"Census Tract 6034, Los Angeles County, California",6037603400,140,0,6,37,23,,603400,0
Census Tract 6035,"Census Tract 6035, Los Angeles County, California",6037603500,140,0,6,37,23,,603500,0
Census Tract 6036,"Census Tract 6036, Los Angeles County, California",6037603600,140,0,6,37,23,,603600,0
Census Tract 6037.02,"Census Tract 6037.02, Los Angeles County, California",6037603702,140,0,6,37,23,,603702,0
Census Tract 6037.03,"Census Tract 6037.03, Los Angeles County, California",6037603703,140,0,6,37,23,,603703,0
Census Tract 6037.04,"Census Tract 6037.04, Los Angeles County, California",6037603704,140,0,6,37,23,,603704,0
Census Tract 6038.01,"Census Tract 6038.01, Los Angeles County, California",6037603801,140,0,6,37,23,,603801,0
Census Tract 6038.02,"Census Tract 6038.02, Los Angeles County, California",6037603802,140,0,6,37,23,,603802,0
Census Tract 6039,"Census Tract 6039, Los Angeles County, California",6037603900,140,0,6,37,23,,603900,11
Census Tract 6040.01,"Census Tract 6040.01, Los Angeles County, California",6037604001,140,0,6,37,23,,604001,0
Census Tract 6040.02,"Census Tract 6040.02, Los Angeles County, California",6037604002,140,0,6,37,23,,604002,0
Census Tract 6041,"Census Tract 6041, Los Angeles County, California",6037604100,140,0,6,37,23,,604100,6
Census Tract 6099,"Census Tract 6099, Los Angeles County, California",6037609900,140,0,6,37,23,,609900,0
Census Tract 6200.01,"Census Tract 6200.01, Los Angeles County, California",6037620001,140,0,6,37,23,,620001,0
Census Tract 6200.02,"Census Tract 6200.02, Los Angeles County, California",6037620002,140,0,6,37,23,,620002,0
Census Tract 6201.01,"Census Tract 6201.01, Los Angeles County, California",6037620101,140,0,6,37,23,,620101,0
Census Tract 6201.02,"Census Tract 6201.02, Los Angeles County, California",6037620102,140,0,6,37,23,,620102,0
Census Tract 6202.01,"Census Tract 6202.01, Los Angeles County, California",6037620201,140,0,6,37,23,,620201,0
Census Tract 6203.01,"Census Tract 6203.01, Los Angeles County, California",6037620301,140,0,6,37,23,,620301,0
Census Tract 6203.03,"Census Tract 6203.03, Los Angeles County, California",6037620303,140,0,6,37,23,,620303,0
Census Tract 6203.05,"Census Tract 6203.05, Los Angeles County, California",6037620305,140,0,6,37,23,,620305,0
Census Tract 6204,"Census Tract 6204, Los Angeles County, California",6037620400,140,0,6,37,23,,620400,0
Census Tract 6205.01,"Census Tract 6205.01, Los Angeles County, California",6037620501,140,0,6,37,23,,620501,0
Census Tract 6205.21,"Census Tract 6205.21, Los Angeles County, California",6037620521,140,0,6,37,23,,620521,0
Census Tract 6205.22,"Census Tract 6205.22, Los Angeles County, California",6037620522,140,0,6,37,23,,620522,0
Census Tract 6206.01,"Census Tract 6206.01, Los Angeles County, California",6037620601,140,0,6,37,23,,620601,0
Census Tract 6206.02,"Census Tract 6206.02, Los Angeles County, California",6037620602,140,0,6,37,23,,620602,0
Census Tract 6207.01,"Census Tract 6207.01, Los Angeles County, California",6037620701,140,0,6,37,23,,620701,0
Census Tract 6207.02,"Census Tract 6207.02, Los Angeles County, California",6037620702,140,0,6,37,23,,620702,0
Census Tract 6208,"Census Tract 6208, Los Angeles County, California",6037620800,140,0,6,37,23,,620800,0
Census Tract 6209.01,"Census Tract 6209.01, Los Angeles County, California",6037620901,140,0,6,37,23,,620901,0
Census Tract 6209.04,"Census Tract 6209.04, Los Angeles County, California",6037620904,140,0,6,37,23,,620904,0
Census Tract 6210.01,"Census Tract 6210.01, Los Angeles County, California",6037621001,140,0,6,37,23,,621001,0
Census Tract 6210.02,"Census Tract 6210.02, Los Angeles County, California",6037621002,140,0,6,37,23,,621002,0
Census Tract 6210.04,"Census Tract 6210.04, Los Angeles County, California",6037621004,140,0,6,37,23,,621004,4
Census Tract 6211.02,"Census Tract 6211.02, Los Angeles County, California",6037621102,140,0,6,37,23,,621102,0
Census Tract 6211.04,"Census Tract 6211.04, Los Angeles County, California",6037621104,140,0,6,37,23,,621104,0
Census Tract 6212.01,"Census Tract 6212.01, Los Angeles County, California",6037621201,140,0,6,37,23,,621201,0
Census Tract 6212.04,"Census Tract 6212.04, Los Angeles County, California",6037621204,140,0,6,37,23,,621204,0
Census Tract 6213.01,"Census Tract 6213.01, Los Angeles County, California",6037621301,140,0,6,37,23,,621301,0
Census Tract 6213.24,"Census Tract 6213.24, Los Angeles County, California",6037621324,140,0,6,37,23,,621324,0
Census Tract 6213.26,"Census Tract 6213.26, Los Angeles County, California",6037621326,140,0,6,37,23,,621326,0
Census Tract 6214,"Census Tract 6214, Los Angeles County, California",6037621400,140,0,6,37,23,,621400,0
Census Tract 6500.01,"Census Tract 6500.01, Los Angeles County, California",6037650001,140,0,6,37,23,,650001,0
Census Tract 6500.03,"Census Tract 6500.03, Los Angeles County, California",6037650003,140,0,6,37,23,,650003,0
Census Tract 6500.04,"Census Tract 6500.04, Los Angeles County, California",6037650004,140,0,6,37,23,,650004,0
Census Tract 6501.01,"Census Tract 6501.01, Los Angeles County, California",6037650101,140,0,6,37,23,,650101,5
Census Tract 6501.02,"Census Tract 6501.02, Los Angeles County, California",6037650102,140,0,6,37,23,,650102,0
Census Tract 6502,"Census Tract 6502, Los Angeles County, California",6037650200,140,0,6,37,23,,650200,4
Census Tract 6503,"Census Tract 6503, Los Angeles County, California",6037650300,140,0,6,37,23,,650300,0
Census Tract 6504.01,"Census Tract 6504.01, Los Angeles County, California",6037650401,140,0,6,37,23,,650401,0
Census Tract 6505.01,"Census Tract 6505.01, Los Angeles County, California",6037650501,140,0,6,37,23,,650501,0
Census Tract 6505.02,"Census Tract 6505.02, Los Angeles County, California",6037650502,140,0,6,37,23,,650502,3
Census Tract 6506.02,"Census Tract 6506.02, Los Angeles County, California",6037650602,140,0,6,37,23,,650602,0
Census Tract 6506.03,"Census Tract 6506.03, Los Angeles County, California",6037650603,140,0,6,37,23,,650603,0
Census Tract 6506.04,"Census Tract 6506.04, Los Angeles County, California",6037650604,140,0,6,37,23,,650604,0
Census Tract 6506.05,"Census Tract 6506.05, Los Angeles County, California",6037650605,140,0,6,37,23,,650605,0
Census Tract 6507.01,"Census Tract 6507.01, Los Angeles County, California",6037650701,140,0,6,37,23,,650701,0
Census Tract 6507.02,"Census Tract 6507.02, Los Angeles County, California",6037650702,140,0,6,37,23,,650702,0
Census Tract 6508,"Census Tract 6508, Los Angeles County, California",6037650800,140,0,6,37,23,,650800,0
Census Tract 6509.01,"Census Tract 6509.01, Los Angeles County, California",6037650901,140,0,6,37,23,,650901,0
Census Tract 6509.02,"Census Tract 6509.02, Los Angeles County, California",6037650902,140,0,6,37,23,,650902,0
Census Tract 6510.01,"Census Tract 6510.01, Los Angeles County, California",6037651001,140,0,6,37,23,,651001,0
Census Tract 6510.02,"Census Tract 6510.02, Los Angeles County, California",6037651002,140,0,6,37,23,,651002,0
Census Tract 6511.01,"Census Tract 6511.01, Los Angeles County, California",6037651101,140,0,6,37,23,,651101,0
Census Tract 6511.02,"Census Tract 6511.02, Los Angeles County, California",6037651102,140,0,6,37,23,,651102,0
Census Tract 6512.01,"Census Tract 6512.01, Los Angeles County, California",6037651201,140,0,6,37,23,,651201,0
Census Tract 6512.21,"Census Tract 6512.21, Los Angeles County, California",6037651221,140,0,6,37,23,,651221,50
Census Tract 6512.22,"Census Tract 6512.22, Los Angeles County, California",6037651222,140,0,6,37,23,,651222,0
Census Tract 6513.02,"Census Tract 6513.02, Los Angeles County, California",6037651302,140,0,6,37,23,,651302,0
Census Tract 6513.04,"Census Tract 6513.04, Los Angeles County, California",6037651304,140,0,6,37,23,,651304,0
Census Tract 6514.01,"Census Tract 6514.01, Los Angeles County, California",6037651401,140,0,6,37,23,,651401,0
Census Tract 6514.02,"Census Tract 6514.02, Los Angeles County, California",6037651402,140,0,6,37,23,,651402,0
Census Tract 6700.01,"Census Tract 6700.01, Los Angeles County, California",6037670001,140,0,6,37,23,,670001,0
Census Tract 6700.02,"Census Tract 6700.02, Los Angeles County, California",6037670002,140,0,6,37,23,,670002,0
Census Tract 6700.03,"Census Tract 6700.03, Los Angeles County, California",6037670003,140,0,6,37,23,,670003,0
Census Tract 6701,"Census Tract 6701, Los Angeles County, California",6037670100,140,0,6,37,23,,670100,0
Census Tract 6702.01,"Census Tract 6702.01, Los Angeles County, California",6037670201,140,0,6,37,23,,670201,0
Census Tract 6702.02,"Census Tract 6702.02, Los Angeles County, California",6037670202,140,0,6,37,23,,670202,0
Census Tract 6703.24,"Census Tract 6703.24, Los Angeles County, California",6037670324,140,0,6,37,23,,670324,0
Census Tract 6703.26,"Census Tract 6703.26, Los Angeles County, California",6037670326,140,0,6,37,23,,670326,0
Census Tract 6703.28,"Census Tract 6703.28, Los Angeles County, California",6037670328,140,0,6,37,23,,670328,0
Census Tract 6704.03,"Census Tract 6704.03, Los Angeles County, California",6037670403,140,0,6,37,23,,670403,0
Census Tract 6704.05,"Census Tract 6704.05, Los Angeles County, California",6037670405,140,0,6,37,23,,670405,0
Census Tract 6704.06,"Census Tract 6704.06, Los Angeles County, California",6037670406,140,0,6,37,23,,670406,0
Census Tract 6704.07,"Census Tract 6704.07, Los Angeles County, California",6037670407,140,0,6,37,23,,670407,0
Census Tract 6704.11,"Census Tract 6704.11, Los Angeles County, California",6037670411,140,0,6,37,23,,670411,0
Census Tract 6704.13,"Census Tract 6704.13, Los Angeles County, California",6037670413,140,0,6,37,23,,670413,0
Census Tract 6704.16,"Census Tract 6704.16, Los Angeles County, California",6037670416,140,0,6,37,23,,670416,0
Census Tract 6705,"Census Tract 6705, Los Angeles County, California",6037670500,140,0,6,37,23,,670500,0
Census Tract 6706.02,"Census Tract 6706.02, Los Angeles County, California",6037670602,140,0,6,37,23,,670602,0
Census Tract 6707.01,"Census Tract 6707.01, Los Angeles County, California",6037670701,140,0,6,37,23,,670701,0
Census Tract 6707.02,"Census Tract 6707.02, Los Angeles County, California",6037670702,140,0,6,37,23,,670702,0
Census Tract 7001.01,"Census Tract 7001.01, Los Angeles County, California",6037700101,140,0,6,37,23,,700101,0
Census Tract 7001.02,"Census Tract 7001.02, Los Angeles County, California",6037700102,140,0,6,37,23,,700102,0
Census Tract 7002,"Census Tract 7002, Los Angeles County, California",6037700200,140,0,6,37,23,,700200,0
Census Tract 7003,"Census Tract 7003, Los Angeles County, California",6037700300,140,0,6,37,23,,700300,0
Census Tract 7004,"Census Tract 7004, Los Angeles County, California",6037700400,140,0,6,37,23,,700400,0
Census Tract 7005.01,"Census Tract 7005.01, Los Angeles County, California",6037700501,140,0,6,37,23,,700501,0
Census Tract 7005.02,"Census Tract 7005.02, Los Angeles County, California",6037700502,140,0,6,37,23,,700502,0
Census Tract 7006,"Census Tract 7006, Los Angeles County, California",6037700600,140,0,6,37,23,,700600,0
Census Tract 7007,"Census Tract 7007, Los Angeles County, California",6037700700,140,0,6,37,23,,700700,0
Census Tract 7008.01,"Census Tract 7008.01, Los Angeles County, California",6037700801,140,0,6,37,23,,700801,0
Census Tract 7008.02,"Census Tract 7008.02, Los Angeles County, California",6037700802,140,0,6,37,23,,700802,0
Census Tract 7009.01,"Census Tract 7009.01, Los Angeles County, California",6037700901,140,0,6,37,23,,700901,0
Census Tract 7009.02,"Census Tract 7009.02, Los Angeles County, California",6037700902,140,0,6,37,23,,700902,0
Census Tract 7010,"Census Tract 7010, Los Angeles County, California",6037701000,140,0,6,37,23,,701000,0
Census Tract 7011,"Census Tract 7011, Los Angeles County, California",6037701100,140,0,6,37,23,,701100,0
Census Tract 7012.01,"Census Tract 7012.01, Los Angeles County, California",6037701201,140,0,6,37,23,,701201,0
Census Tract 7012.02,"Census Tract 7012.02, Los Angeles County, California",6037701202,140,0,6,37,23,,701202,0
Census Tract 7013.02,"Census Tract 7013.02, Los Angeles County, California",6037701302,140,0,6,37,23,,701302,0
Census Tract 7013.04,"Census Tract 7013.04, Los Angeles County, California",6037701304,140,0,6,37,23,,701304,0
Census Tract 7014.02,"Census Tract 7014.02, Los Angeles County, California",6037701402,140,0,6,37,23,,701402,0
Census Tract 7015.01,"Census Tract 7015.01, Los Angeles County, California",6037701501,140,0,6,37,23,,701501,0
Census Tract 7015.02,"Census Tract 7015.02, Los Angeles County, California",6037701502,140,0,6,37,23,,701502,0
Census Tract 7016.01,"Census Tract 7016.01, Los Angeles County, California",6037701601,140,0,6,37,23,,701601,0
Census Tract 7016.02,"Census Tract 7016.02, Los Angeles County, California",6037701602,140,0,6,37,23,,701602,0
Census Tract 7017.01,"Census Tract 7017.01, Los Angeles County, California",6037701701,140,0,6,37,23,,701701,0
Census Tract 7017.02,"Census Tract 7017.02, Los Angeles County, California",6037701702,140,0,6,37,23,,701702,17
Census Tract 7018.01,"Census Tract 7018.01, Los Angeles County, California",6037701801,140,0,6,37,23,,701801,0
Census Tract 7018.02,"Census Tract 7018.02, Los Angeles County, California",6037701802,140,0,6,37,23,,701802,0
Census Tract 7019.02,"Census Tract 7019.02, Los Angeles County, California",6037701902,140,0,6,37,23,,701902,0
Census Tract 7020.02,"Census Tract 7020.02, Los Angeles County, California",6037702002,140,0,6,37,23,,702002,0
Census Tract 7021.02,"Census Tract 7021.02, Los Angeles County, California",6037702102,140,0,6,37,23,,702102,0
Census Tract 7022.01,"Census Tract 7022.01, Los Angeles County, California",6037702201,140,0,6,37,23,,702201,2
Census Tract 7022.02,"Census Tract 7022.02, Los Angeles County, California",6037702202,140,0,6,37,23,,702202,0
Census Tract 7023,"Census Tract 7023, Los Angeles County, California",6037702300,140,0,6,37,23,,702300,0
Census Tract 7024,"Census Tract 7024, Los Angeles County, California",6037702400,140,0,6,37,23,,702400,0
Census Tract 7025.01,"Census Tract 7025.01, Los Angeles County, California",6037702501,140,0,6,37,23,,702501,0
Census Tract 7025.02,"Census Tract 7025.02, Los Angeles County, California",6037702502,140,0,6,37,23,,702502,0
Census Tract 7026,"Census Tract 7026, Los Angeles County, California",6037702600,140,0,6,37,23,,702600,0
Census Tract 7027,"Census Tract 7027, Los Angeles County, California",6037702700,140,0,6,37,23,,702700,0
Census Tract 7028.01,"Census Tract 7028.01, Los Angeles County, California",6037702801,140,0,6,37,23,,702801,0
Census Tract 7028.02,"Census Tract 7028.02, Los Angeles County, California",6037702802,140,0,6,37,23,,702802,0
Census Tract 7028.03,"Census Tract 7028.03, Los Angeles County, California",6037702803,140,0,6,37,23,,702803,0
Census Tract 7029.01,"Census Tract 7029.01, Los Angeles County, California",6037702901,140,0,6,37,23,,702901,0
